num,Ctrl,VPA
1,0.053697173,0.30866024
2,0.022261038,0.41657206
3,0.11991764,0.38989082
4,0.04424349,0.33370635
5,0.1356611,0.3814815
6,0.21655545,0.23332308
7,0.17144816,0.36740553
8,0.00032254902,0.39103308
9,0.22163065,0.20249903
10,0.06108749,0.3545317
11,0.169352,0.34268016
12,0.17359495,0.3564426
13,0.104737595,0.40854484
14,0.140855,0.23435318
15,0.18129796,0.33543852
16,0.13309337,0.33523133
17,0.1915406,0.2753941
18,0.18801112,0.36076203
19,0.12565398,0.3763402
20,0.13611709,0.37311858
21,0.1374437,0.33792943
22,0.05285957,0.38918343
23,0.18441358,0.29086334
24,0.13864124,0.31002116
25,0.14450604,0.38228005
26,0.1523308,0.24676816
27,0.16889544,0.40949893
28,0.057046916,0.32498318
29,0.2749548,0.059306648
30,0.083442435,0.41049767
31,0.16516396,0.30211768
32,0.1356486,0.36000916
33,0.053019457,0.15448171
34,0.17624542,0.37999833
35,0.16910101,0.33773056
36,0.18626367,0.23068586
37,0.10905926,0.3278723
38,0.11908579,0.40406102
39,0.16140635,0.2742193
40,0.116349354,0.16954732
41,0.14043722,0.2778924
42,0.1469123,0.36265254
43,0.05864262,0.30070224
44,0.21640143,0.32356316
45,0.15276489,0.35173684
46,0.1924143,0.20007618
47,0.17241248,0.28332016
48,0.17791946,0.4239656
49,0.11848991,0.27079478
50,0.14217255,0.32359973
51,0.13239026,0.31332722
52,0.13655931,0.2672603
53,0.214703,0.35759136
54,0.14078559,0.35702538
55,0.0005257166,0.23439912
56,0.17149954,0.22544836
57,0.1326297,0.22167657
58,0.04013186,0.56099486
59,0.15624537,0.24978799
60,0.04785574,0.29613268
61,0.17158303,0.38107812
62,0.1649872,0.17541188
63,0.13036226,0.38407522
64,0.14465383,0.32165897
65,0.14022404,0.3859319
66,0.10768526,0.36748073
67,0.10222442,0.41906044
68,0.18883817,0.17563774
69,0.14077857,0.34141526
70,0.13842987,0.40806493
71,0.0005818847,0.4189132
72,0.07367297,0.44334376
73,0.19293414,0.36928287
74,0.19199345,0.3745591
75,0.11359677,0.44579813
76,0.15427367,0.27949733
77,0.15395877,0.38075212
78,0.00047104366,0.28769666
79,8.703136e-05,0.24963593
80,0.055476524,0.2914928
81,0.14176704,0.25997368
82,0.05754219,0.3789061
83,0.13969524,0.43583646
84,0.22823095,0.39903033
85,0.0001830738,0.34858
86,0.19066444,0.31807598
87,0.104457475,0.26053116
88,0.10871277,0.33391258
89,0.14714047,0.33853903
90,0.12860341,0.3469789
91,0.086382136,0.42937535
92,0.10820467,0.25226378
93,0.15592848,0.40153727
94,0.20578295,0.43886453
95,0.17395203,0.19510609
96,0.16201645,0.43822855
97,0.15442151,0.34570414
98,0.16335632,0.2876991
99,0.14267169,0.2874543
100,0.1452925,0.19394355
101,0.13849823,0.4592958
102,0.0764399,0.27137858
103,0.14335012,0.3413948
104,0.16563885,0.318328
105,0.18385947,0.30581558
106,0.20799313,0.5696936
107,0.0006254248,0.13808802
108,0.18140443,0.38578734
109,0.15550062,0.37205133
110,0.17082994,0.34092176
111,0.14974976,0.41588482
112,0.06673792,0.40548754
113,0.11794099,0.3029835
114,0.15220122,0.44689807
115,0.051230546,0.41601515
116,0.15604414,0.28079095
117,0.07875868,0.32816437
118,0.15657817,0.35392633
119,0.04871353,0.41384366
120,0.21853143,0.2474887
121,0.17320979,0.26872224
122,0.15873651,0.21737601
123,0.17953373,0.2773551
124,0.21689819,0.0030036801
125,0.17646159,0.4086606
126,0.009754316,0.32288617
127,0.15804788,0.3479783
128,0.10205244,0.37006706
129,0.11046427,0.35043046
130,0.12018255,0.37629685
131,0.16814193,0.19720477
132,0.15740904,0.3200683
133,0.18133564,0.33749464
134,0.16251825,0.44267312
135,0.09592413,0.2215715
136,0.14062886,0.324241
137,0.1738338,0.38783145
138,0.16878946,0.29659832
139,0.07182777,0.40191776
140,0.23108995,0.3166513
141,0.09988512,0.44875607
142,0.16528228,0.3142629
143,0.14773099,0.4256137
144,0.18104906,0.23315375
145,0.25243074,0.39404935
146,0.01199541,0.35374454
147,0.011298575,0.27029333
148,0.22208089,0.32926595
149,0.036957514,0.2112841
150,0.00031015536,0.34479287
151,0.14793774,0.18271026
152,0.1460986,0.42622447
153,0.17861289,0.24585402
154,0.16060627,0.334509
155,0.16812205,0.2715034
156,0.2808843,0.32455802
157,0.12982121,0.26400283
158,0.16795664,0.32653072
159,0.21347862,0.32295847
160,0.18539049,0.43155402
161,0.1398074,0.30596015
162,0.007275454,0.39276296
163,0.07475843,0.18310423
164,3.019719e-05,0.32715076
165,0.13094398,0.34274438
166,0.12873855,0.3535363
167,0.16254634,0.27518022
168,0.14827058,0.34141168
169,0.14339969,0.2518887
170,0.15773699,0.2985657
171,0.061289523,0.36982155
172,0.15627554,0.32293758
173,0.13592798,0.22925001
174,0.1782507,0.36242598
175,0.21458194,0.2627672
176,0.09987449,0.26499113
177,0.0016570378,0.21809642
178,0.21137823,0.26578683
179,0.12845664,0.49561664
180,0.1755476,0.34719083
181,0.18776739,0.31979904
182,0.116658986,0.3254292
183,0.12120316,0.34575173
184,0.094266295,0.2818494
185,0.2220147,0.3462446
186,0.13736159,0.42931768
187,0.15115002,0.2654984
188,0.17205891,0.34659383
189,0.13490804,0.26847547
190,0.14516658,0.41016483
191,0.18430007,0.3987032
192,0.11127965,0.4250325
193,0.15073028,0.39483687
194,0.12535584,0.08614987
195,0.16480727,0.20703308
196,0.10716336,0.40532663
197,0.050008714,0.24284989
198,0.19681908,0.24774244
199,0.15755768,0.3407886
200,0.067263484,0.30552745
201,0.11023511,0.28216156
202,0.181531,0.37975115
203,0.13625346,0.41906297
204,0.10962859,0.4686079
205,0.18718565,0.34089154
206,0.19877362,0.26641774
207,0.17446898,0.16727217
208,0.02924899,0.18561819
209,0.23533954,0.25608343
210,0.17091884,0.3992159
211,0.2153733,0.34746805
212,0.15315403,0.38275647
213,0.005140156,0.28240988
214,0.0035154421,0.33317548
215,0.13929635,0.2549442
216,0.13251972,0.4107542
217,0.14840099,0.2755565
218,6.696518e-05,0.37998465
219,0.21483457,0.40467396
220,0.1260019,0.07428595
221,0.14443345,0.25092328
222,0.13182822,0.43045512
223,0.1571606,0.4227034
224,0.09312587,0.33284593
225,0.16787292,0.30310196
226,0.13471909,0.4166151
227,0.14899144,0.30997196
228,0.12856758,0.3395751
229,0.035410564,0.37456468
230,0.20852388,0.42431334
231,0.17009622,0.3841739
232,0.14403056,0.19856498
233,0.1688362,0.44459647
234,0.17066401,0.09078918
235,0.1528399,0.43539572
236,0.1651215,0.465314
237,0.0006831676,0.3371732
238,0.13098302,0.40700403
239,0.19507682,0.34234604
240,0.010008224,0.35816833
241,0.080905065,0.28335944
242,0.16410863,0.15768896
243,0.09160128,0.34591842
244,0.19441508,0.27044234
245,0.156778,0.36640754
246,0.113311455,0.31634668
247,0.06599128,0.25875953
248,0.16387673,0.34262088
249,0.15066373,0.33121794
250,0.19177371,0.30269817
251,0.16194893,0.33889383
252,0.13652977,0.38210207
253,0.12313614,0.1515545
254,0.071145095,0.2476678
255,0.14645228,0.38151368
256,0.0019159579,0.2547443
257,0.1627928,0.36214337
258,0.17089075,0.43089673
259,0.1477768,0.28961584
260,0.18371136,0.28097504
261,0.1431385,0.40501237
262,0.20323421,0.3800753
263,0.1025874,0.05785299
264,0.15781246,0.35083395
265,0.20754558,0.30231425
266,0.15114543,0.334486
267,0.12291173,0.33206975
268,0.13873933,0.5902581
269,0.13894528,0.39072233
270,0.15197031,0.30038086
271,0.1445569,0.32070282
272,0.15422072,0.31167653
273,0.14784107,0.36867782
274,0.1423494,0.44032922
275,0.18924129,0.3771088
276,0.093917504,0.3216687
277,0.078764066,0.35245296
278,0.20002046,0.30006972
279,0.14110847,0.33138236
280,0.17785266,0.15272006
281,0.1561263,0.33482295
282,0.14514986,0.2761305
283,3.8982917e-06,0.28037724
284,0.14423509,0.2730367
285,0.21928066,0.38793945
286,0.16689454,0.2674135
287,0.16898723,0.39123258
288,0.16759793,0.4485204
289,6.0921586e-05,0.25989485
290,0.128585,0.37822056
291,0.12574771,0.3320251
292,0.15537463,0.2559849
293,0.19383639,0.37647218
294,0.1785509,0.4420099
295,0.16339943,0.32898724
296,0.22627369,0.32471552
297,0.12438133,0.316345
298,0.187505,0.25491065
299,0.15859613,0.38028196
300,0.118730344,0.3605198
301,0.17632493,0.24811816
302,0.15749578,0.480911
303,0.08939505,0.3368184
304,0.18600255,0.3690668
305,0.09055134,0.28189084
306,0.10709209,0.40248263
307,0.19297658,0.26543608
308,0.20954554,0.42435777
309,0.19544618,0.39108127
310,0.13599749,0.39920628
311,0.16414247,0.21164486
312,0.17471871,0.23967005
313,0.1894387,0.39860737
314,0.08918179,0.24754485
315,0.16195223,0.21250887
316,0.07053808,0.39774495
317,0.010400915,0.4556187
318,0.16713075,0.4176244
319,0.18449825,0.32636765
320,0.12528624,0.4180617
321,0.06650867,0.30742267
322,0.23222524,0.2745178
323,0.11306167,0.25235945
324,0.017904963,0.2761989
325,0.16392563,0.1858057
326,0.00958604,0.36186263
327,0.11718443,0.22707397
328,0.06958615,0.33761927
329,0.0037333681,0.32095107
330,0.1679205,0.30213532
331,0.056651343,0.38944197
332,0.1582233,0.42462158
333,0.121197775,0.29969805
334,0.16856913,0.24574746
335,0.02957092,0.33770227
336,0.1378886,0.31548196
337,0.15803151,0.3302722
338,0.1262942,0.2839419
339,0.16705672,0.34464464
340,0.1605073,0.38142678
341,0.0909321,0.3311035
342,0.21070166,0.3339155
343,0.14412485,0.43537974
344,0.23656446,0.46022397
345,0.15719475,0.34112263
346,0.06604419,0.3832477
347,0.19224544,0.2601684
348,0.14764285,0.30768013
349,0.1432361,0.19786397
350,0.1514272,0.313981
351,0.15655573,0.46595284
352,0.1968835,0.4160806
353,0.15521692,0.29292354
354,0.14125113,0.35872263
355,0.20142804,0.35989422
356,0.13168712,0.2975985
357,0.16374908,0.27264768
358,0.09231763,0.28961262
359,0.15460691,0.31499308
360,0.16020492,0.28281552
361,0.12409324,0.32221296
362,0.105367705,0.41962707
363,0.18695204,0.4316744
364,0.12616758,0.34380823
365,0.19829647,0.29381287
366,0.15863007,0.34915432
367,0.012804383,0.29494777
368,0.19292808,0.44435918
369,0.17754221,0.37023318
370,0.11207692,0.40464294
371,0.19006585,0.41046035
372,0.12014959,0.37874147
373,0.06512866,0.26496443
374,0.22233067,0.33560044
375,0.22148795,0.4118765
376,0.11229642,0.387993
377,0.14811027,0.32039747
378,0.14165306,0.31585053
379,0.15302217,0.39687374
380,0.2565281,0.22586952
381,0.08584638,0.3874238
382,0.13383277,0.35117224
383,0.086629756,0.34427607
384,0.19227554,0.35866892
385,0.15248011,0.37968722
386,0.15747814,0.27580944
387,0.11570423,0.29907984
388,0.15786785,0.36770818
389,0.17132068,0.34557116
390,0.1510285,0.36749193
391,0.2024703,0.35646924
392,0.19222812,0.24461316
393,0.1740447,0.30940142
394,6.10504e-07,0.37886795
395,0.10048636,0.21534882
396,0.16906542,0.3312798
397,0.104816176,0.3321056
398,0.087865464,0.038155295
399,0.15351202,0.32912645
400,0.11139378,0.41901323
401,0.1510142,0.43917596
402,0.14300402,0.388442
403,0.15332529,0.46153963
404,0.17680787,0.3530244
405,0.16175526,0.15025032
406,0.09787539,0.4219382
407,0.18102385,0.36427155
408,0.19827539,0.3728461
409,0.13531034,0.4344887
410,0.024115466,0.36628354
411,0.12278386,0.39180824
412,0.10331617,0.40026048
413,0.093983725,0.34029028
414,0.21458006,0.40618634
415,0.16508037,0.38952425
416,0.16421582,0.35652828
417,0.13893491,0.33618766
418,0.12703595,0.43788266
419,0.10610521,0.29999468
420,0.13621119,0.34608355
421,0.03809106,0.25510296
422,0.20500918,0.4374879
423,0.16163065,0.35314587
424,0.16449921,0.35093534
425,0.13269746,0.16037446
426,0.13007367,0.47558948
427,0.1502913,0.42095035
428,0.1740475,0.30306876
429,0.03489249,0.24598776
430,0.16024362,0.28603464
431,0.14796026,0.29074967
432,0.0379134,0.4281427
433,0.15115027,0.4277122
434,0.13351092,0.40277544
435,0.1712507,0.39379427
436,0.17273018,0.31146976
437,0.13457406,0.49134687
438,0.07468571,0.29015467
439,0.13946919,0.19988328
440,0.14151193,0.3508644
441,0.06401782,0.3415655
442,0.16321732,0.38694733
443,0.16334891,0.3020267
444,0.23655394,0.29318845
445,0.10898924,0.21768801
446,0.13127546,0.37600106
447,0.12337532,0.36329186
448,0.15883884,0.3043086
449,0.15707305,0.34355032
450,0.17372617,0.34904623
451,0.048425723,0.4013029
452,0.16112925,0.32541493
453,0.15691416,0.30039343
454,0.17548394,0.47211275
455,0.17345454,0.33098128
456,0.17612623,0.38011852
457,0.06818043,0.39567402
458,0.1550535,0.47630855
459,0.14851025,0.3606052
460,0.15185897,0.310251
461,0.13935389,0.29084578
462,0.17872162,0.2715879
463,0.13550805,0.2986306
464,0.15790439,0.2658506
465,0.000112306625,0.42103338
466,0.0041743712,0.31292713
467,0.0690577,0.23346564
468,0.17097425,0.3037634
469,0.1368327,0.30415854
470,0.1634212,0.17016852
471,0.1437469,0.25268102
472,0.18368505,0.35756055
473,0.1606491,0.39664117
474,0.15300679,0.26847267
475,0.12248406,0.420442
476,0.1661467,0.35460567
477,0.12677185,0.3115871
478,0.07949966,0.3677167
479,0.10727865,0.22646466
480,0.067508295,0.434842
481,0.16368192,0.37471202
482,0.16055253,0.43165514
483,0.20055681,0.3750714
484,0.14449242,0.3621978
485,0.14386089,0.40024874
486,0.12774433,0.29872543
487,0.15698084,0.34081948
488,0.15223993,0.23327024
489,0.20204066,0.3357493
490,0.18026365,0.33879855
491,0.1831805,0.17595838
492,0.25387204,0.37401143
493,0.17340422,0.40093395
494,0.12759753,0.2706636
495,0.1289317,0.25062776
496,0.17447518,0.21409331
497,0.20225577,0.2511782
498,0.23458557,0.3325486
499,0.17668878,0.32839972
500,0.16747996,0.4558619
501,0.13578708,0.34981278
502,0.10812451,0.35397384
503,0.15110047,0.076986425
504,0.035854787,0.22398017
505,0.22390085,0.3741105
506,0.19883959,0.4317997
507,0.20711385,0.32844982
508,0.15931319,0.4256818
509,0.16417256,0.31417257
510,0.13945886,0.3501247
511,0.257317,0.1811224
512,0.17967184,0.28270978
513,0.16317129,0.4474863
514,0.006600851,0.3466301
515,0.12368487,0.36824214
516,0.1770993,0.36133075
517,0.14137913,0.24188195
518,0.23008975,0.28064057
519,9.684332e-06,0.3020283
520,0.0070906226,0.0012048088
521,0.18494597,0.34905332
522,0.20499566,0.31462234
523,0.086689405,0.32346737
524,0.16537444,0.34997433
525,0.15736346,0.2612371
526,0.12811302,0.34792385
