num,Ctrl,VPA
1,0.055645708,0.27108902
2,0.043608136,0.21987993
3,0.061663657,0.28236896
4,0.069650054,0.22297187
5,0.08845222,0.1996194
6,0.06268821,0.2254951
7,0.08780205,0.25199777
8,0.08336983,0.2651097
9,0.08636755,0.18277244
10,0.025230506,0.23035385
11,0.04645192,0.1667084
12,0.07220845,0.2421128
13,0.05974198,0.22870755
14,0.037651222,0.084601484
15,0.07021313,0.25222754
16,0.044932324,0.23256886
17,0.079522915,0.18185247
18,0.056758642,0.27789316
19,0.0323811,0.14854503
20,0.07134314,0.2747217
21,0.069575995,0.2930019
22,0.0942228,0.17087714
23,0.02581255,0.25369272
24,0.1146822,0.23596328
25,0.08038836,0.20867722
26,0.06348461,0.12454788
27,0.058623258,0.24327563
28,0.05975632,0.22361375
29,0.06602319,0.20834334
30,0.04525437,0.28340587
31,0.060681134,0.1731524
32,0.08295934,0.21016662
33,0.08362,0.113009624
34,0.07998698,0.1886161
35,0.07520115,0.27722788
36,0.0621076,0.19038361
37,0.0388792,0.1670519
38,0.07793501,0.21618922
39,0.04855019,0.18935484
40,0.03400599,0.31981456
41,0.09172078,0.22658631
42,0.06548003,0.3015748
43,0.05918393,0.107644886
44,0.07184709,0.21303153
45,0.058446925,0.27966496
46,0.05685866,0.26212355
47,0.045696557,0.19715679
48,0.06358402,0.24127233
49,0.07281547,0.25022438
50,0.06588344,0.2886905
51,0.09047662,0.2030064
52,0.095153384,0.24084027
53,0.06885496,0.16638392
54,0.087887496,0.2337666
55,0.042325016,0.20381159
56,0.099757455,0.23131992
57,0.103820495,0.10076921
58,0.0755582,0.284588
59,0.10764864,0.19536367
60,0.048511468,0.30579892
61,0.071807474,0.28429824
62,0.08995098,0.07462234
63,0.047157194,0.1958696
64,0.06503737,0.27159142
65,0.06848951,0.14743389
66,0.054812852,0.19419251
67,0.071539424,0.28348187
68,0.060195286,0.24776767
69,0.040900536,0.23565808
70,0.05422553,0.16434626
71,0.058228336,0.31156388
72,0.038197406,0.20593707
73,0.064578466,0.22592528
74,0.06896858,0.17897569
75,0.054697875,0.3061594
76,0.061257046,0.14557345
77,0.0588338,0.30295333
78,0.09802307,0.27579385
79,0.053280007,0.18316473
80,0.058090225,0.252334
81,0.052192844,0.21681671
82,0.07126027,0.30968055
83,0.03980698,0.11525752
84,0.0745376,0.22907753
85,0.09197434,0.16371213
86,0.07832913,0.3087982
87,0.05453397,0.2883941
88,0.021574838,0.2617203
89,0.06791727,0.15606365
90,0.05962256,0.2853759
91,0.070693314,0.24879175
92,0.09424399,0.25156724
93,0.047774088,0.26865056
94,0.11310079,0.16813679
95,0.062608704,0.19840679
96,0.07776209,0.24798414
97,0.075324476,0.19940343
98,0.07417348,0.24194314
99,0.054204356,0.34310022
100,0.057245594,0.23916812
101,0.08539799,0.17746206
102,0.072659686,0.235264
103,0.049336426,0.29733342
104,0.08843143,0.28267664
105,0.077423766,0.23132917
106,0.09391394,0.3229179
107,0.11325788,0.2078893
108,0.122197516,0.23317555
109,0.059040014,0.20552133
110,0.03978688,0.28810263
111,0.074973375,0.22655457
112,0.082912646,0.08708875
113,0.039191607,0.25876588
114,0.036726296,0.28227723
115,0.06897668,0.26693496
116,0.07912557,0.12896247
117,0.022385135,0.30964503
118,0.06250307,0.36170542
119,0.009507525,0.24960564
120,0.066312306,0.25198567
121,0.03591182,0.31780598
122,0.116409704,0.07724703
123,0.10707021,0.13845764
124,0.08514744,0.20530221
125,0.052062925,0.19563524
126,0.09784464,0.22545834
127,0.08922971,0.09971416
128,0.06500175,0.07921835
129,0.058201887,0.067589164
130,0.08491747,0.22096686
131,0.075104326,0.21375021
132,0.08326041,0.16106154
133,0.114908345,0.23522869
134,0.08839226,0.23130162
135,0.0855791,0.17551108
136,0.055281244,0.14409894
137,0.08628569,0.27302188
138,0.1002353,0.23661697
139,0.07377876,0.30385697
140,0.08621989,0.20332669
141,0.06573427,0.31809777
142,0.061192036,0.3432059
143,0.06745253,0.22622296
144,0.10035525,0.22835185
145,0.056492805,0.3159798
146,0.074710526,0.19672519
147,0.019433068,0.30879712
148,0.09314873,0.25040665
149,0.048697527,0.26174188
150,0.07957027,0.15171705
151,0.07587106,0.1979067
152,0.042109516,0.15196544
153,0.06895719,0.2457097
154,0.046062056,0.23332597
155,0.06519977,0.23949334
156,0.084379084,0.29482052
157,0.06964668,0.1736832
158,0.0723304,0.32477227
159,0.10524877,0.28694528
160,0.059227787,0.28049025
161,0.04458246,0.28071252
162,0.06861105,0.1521341
163,0.04420754,0.24004227
164,0.056037944,0.19956847
165,0.108410805,0.21963264
